[2024-12-01 14:45:39] warning: 	z2m: `permit_join` set to  `true` in configuration.yaml.
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:writer: --> frame [254,8,39,99,21,158,36,254,255,249,227,180,76]
[2024-12-01 14:48:21] debug: 	zh:zstack: assocRemove(0x04cd15fffe7ff98b)
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: <-- [254,1,103,99,0,5]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,103,99,0,5]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 7 - 99 - [0] - 5
[2024-12-01 14:48:21] debug: 	zh:zstack:znp: <-- SRSP: UTIL - assocRemove - {"status":0}
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:21] debug: 	zh:zstack:znp: --> SREQ: UTIL - assocRemove - {"ieeeadr":"0x04cd15fffe7ff98b"}
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:writer: --> frame [254,8,39,99,139,249,127,254,255,21,205,4,156]
[2024-12-01 14:48:21] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0xb4e3f9fffe249e15:47559/1 (0,2,2)
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: <-- [254,1,103,99,0,5]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,103,99,0,5]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 7 - 99 - [0] - 5
[2024-12-01 14:48:21] debug: 	zh:zstack:znp: <-- SRSP: UTIL - assocRemove - {"status":0}
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:21] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":47559,"destendpoint":1,"srcendpoint":1,"clusterid":25,"transid":39,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[25,213,0,0,100]}}
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,199,185,1,1,25,0,39,0,30,5,25,213,0,0,100,217]
[2024-12-01 14:48:21] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x04cd15fffe7ff98b:9/1 (0,2,2)
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:48:21] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:21] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":9,"destendpoint":1,"srcendpoint":1,"clusterid":25,"transid":40,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[25,216,0,0,100]}}
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,9,0,1,1,25,0,40,0,30,5,25,216,0,0,100,172]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,39,225]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,39,225]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,39] - 225
[2024-12-01 14:48:21] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":39}
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:48:21] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,40,238]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,40,238]
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,40] - 238
[2024-12-01 14:48:21] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":40}
[2024-12-01 14:48:21] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:26] debug: 	z2m:mqtt: Received MQTT message on 'zigbee2mqtt/bridge/request/networkmap' with data '{"routes":false,"transaction":"fk501-1","type":"raw"}'
[2024-12-01 14:48:26] info: 	z2m: Starting network scan (includeRoutes 'false')
[2024-12-01 14:48:26] debug: 	zh:zstack:unpi:parser: <-- [254,32,68,129,0,0,25,0,7,235,2,1,0,131,0,236,131,133,0,0,12,1,191,1,0,11,16,13,1,183,107,0,66,233,121,28,204]
[2024-12-01 14:48:26] debug: 	zh:zstack:unpi:parser: --- parseNext [254,32,68,129,0,0,25,0,7,235,2,1,0,131,0,236,131,133,0,0,12,1,191,1,0,11,16,13,1,183,107,0,66,233,121,28,204]
[2024-12-01 14:48:26] debug: 	zh:zstack:unpi:parser: --> parsed 32 - 2 - 4 - 129 - [0,0,25,0,7,235,2,1,0,131,0,236,131,133,0,0,12,1,191,1,0,11,16,13,1,183,107,0,66,233,121,28] - 204
[2024-12-01 14:48:26] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":25,"srcaddr":60167,"srcendpoint":2,"dstendpoint":1,"wasbroadcast":0,"linkquality":131,"securityuse":0,"timestamp":8750060,"transseqnumber":0,"len":12,"data":{"type":"Buffer","data":[1,191,1,0,11,16,13,1,183,107,0,66]}}
[2024-12-01 14:48:26] debug: 	zh:controller: Received payload: clusterID=25, address=60167, groupID=0, endpoint=2, destinationEndpoint=1, wasBroadcast=false, linkQuality=131, frame={"header":{"frameControl":{"frameType":1,"manufacturerSpecific":false,"direction":0,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":191,"commandIdentifier":1},"payload":{"fieldControl":0,"manufacturerCode":4107,"imageType":269,"fileVersion":1107323831},"command":{"ID":1,"response":2,"parameters":[{"name":"fieldControl","type":32},{"name":"manufacturerCode","type":33},{"name":"imageType","type":33},{"name":"fileVersion","type":35}],"name":"queryNextImageRequest"}}
[2024-12-01 14:48:26] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:26] debug: 	z2m: Received Zigbee message from 'Philips Backyard Sensor', type 'commandQueryNextImageRequest', cluster 'genOta', data '{"fieldControl":0,"fileVersion":1107323831,"imageType":269,"manufacturerCode":4107}' from endpoint 2 with groupID 0
[2024-12-01 14:48:26] debug: 	z2m: Device 'Philips Backyard Sensor' requested OTA
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:writer: --> frame [254,3,37,49,0,0,0,23]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,49,0,85,254,50,69,177,0,0,0,3,0,2,167,188,26,147,134,143,82,154,253,221,29,146,18,56,193,164,233,121,21,2,1,126,167,188,26,147,134,143,82,154,66,2,0,34,0,188,21,0,206,18,41,2,255,48,44]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,49,0,85,254,50,69,177,0,0,0,3,0,2,167,188,26,147,134,143,82,154,253,221,29,146,18,56,193,164,233,121,21,2,1,126,167,188,26,147,134,143,82,154,66,2,0,34,0,188,21,0,206,18,41,2,255,48,44]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 49 - [0] - 85
[2024-12-01 14:48:27] debug: 	zh:zstack:znp: <-- SRSP: ZDO - mgmtLqiReq - {"status":0}
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --- parseNext [254,50,69,177,0,0,0,3,0,2,167,188,26,147,134,143,82,154,253,221,29,146,18,56,193,164,233,121,21,2,1,126,167,188,26,147,134,143,82,154,66,2,0,34,0,188,21,0,206,18,41,2,255,48,44]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --> parsed 50 - 2 - 5 - 177 - [0,0,0,3,0,2,167,188,26,147,134,143,82,154,253,221,29,146,18,56,193,164,233,121,21,2,1,126,167,188,26,147,134,143,82,154,66,2,0,34,0,188,21,0,206,18,41,2,255,48] - 44
[2024-12-01 14:48:27] debug: 	zh:zstack:znp: <-- AREQ: ZDO - mgmtLqiRsp - {"srcaddr":0,"zdo":[0,{"neighborTableEntries":3,"startIndex":0,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0xa4c13812921dddfd","nwkAddress":31209,"deviceType":1,"rxOnWhenIdle":1,"relationship":1,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":1,"lqi":126},{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x0015bc0022000242","nwkAddress":4814,"deviceType":1,"rxOnWhenIdle":2,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":255,"lqi":48}]}]}
[2024-12-01 14:48:27] debug: 	zh:controller: Received ZDO response: clusterId=LQI_TABLE_RESPONSE, status=SUCCESS, payload={"neighborTableEntries":3,"startIndex":0,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0xa4c13812921dddfd","nwkAddress":31209,"deviceType":1,"rxOnWhenIdle":1,"relationship":1,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":1,"lqi":126},{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x0015bc0022000242","nwkAddress":4814,"deviceType":1,"rxOnWhenIdle":2,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":255,"lqi":48}]}
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:writer: --> frame [254,3,37,49,0,0,2,21]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,49,0,85,254,28,69,177,0,0,0,3,2,1,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,41,2,255,130,111]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,49,0,85,254,28,69,177,0,0,0,3,2,1,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,41,2,255,130,111]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 49 - [0] - 85
[2024-12-01 14:48:27] debug: 	zh:zstack:znp: <-- SRSP: ZDO - mgmtLqiReq - {"status":0}
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,69,177,0,0,0,3,2,1,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,41,2,255,130,111]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 5 - 177 - [0,0,0,3,2,1,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,41,2,255,130] - 111
[2024-12-01 14:48:27] debug: 	zh:zstack:znp: <-- AREQ: ZDO - mgmtLqiRsp - {"srcaddr":0,"zdo":[0,{"neighborTableEntries":3,"startIndex":2,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x0015bc0041007a25","nwkAddress":58832,"deviceType":1,"rxOnWhenIdle":2,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":255,"lqi":130}]}]}
[2024-12-01 14:48:27] debug: 	zh:controller: Received ZDO response: clusterId=LQI_TABLE_RESPONSE, status=SUCCESS, payload={"neighborTableEntries":3,"startIndex":2,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x0015bc0041007a25","nwkAddress":58832,"deviceType":1,"rxOnWhenIdle":2,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":255,"lqi":130}]}
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:27] debug: 	z2m: LQI succeeded for 'Coordinator'
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: <-- [254,34,68,129,0,0,25,0,233,125,44,13,0,40,0,14,160,135,0,0,14,1,98,1,1,21,16,147,3,5,0,2,0,32,1,206,18,28,84]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --- parseNext [254,34,68,129,0,0,25,0,233,125,44,13,0,40,0,14,160,135,0,0,14,1,98,1,1,21,16,147,3,5,0,2,0,32,1,206,18,28,84]
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --> parsed 34 - 2 - 4 - 129 - [0,0,25,0,233,125,44,13,0,40,0,14,160,135,0,0,14,1,98,1,1,21,16,147,3,5,0,2,0,32,1,206,18,28] - 84
[2024-12-01 14:48:27] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":25,"srcaddr":32233,"srcendpoint":44,"dstendpoint":13,"wasbroadcast":0,"linkquality":40,"securityuse":0,"timestamp":8888334,"transseqnumber":0,"len":14,"data":{"type":"Buffer","data":[1,98,1,1,21,16,147,3,5,0,2,0,32,1]}}
[2024-12-01 14:48:27] debug: 	zh:controller: Received payload: clusterID=25, address=32233, groupID=0, endpoint=44, destinationEndpoint=13, wasBroadcast=false, linkQuality=40, frame={"header":{"frameControl":{"frameType":1,"manufacturerSpecific":false,"direction":0,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":98,"commandIdentifier":1},"payload":{"fieldControl":1,"manufacturerCode":4117,"imageType":915,"fileVersion":131077},"command":{"ID":1,"response":2,"parameters":[{"name":"fieldControl","type":32},{"name":"manufacturerCode","type":33},{"name":"imageType","type":33},{"name":"fileVersion","type":35}],"name":"queryNextImageRequest"}}
[2024-12-01 14:48:27] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:27] debug: 	z2m: Received Zigbee message from 'Alarm Keypad', type 'commandQueryNextImageRequest', cluster 'genOta', data '{"fieldControl":1,"fileVersion":131077,"imageType":915,"manufacturerCode":4117}' from endpoint 44 with groupID 0
[2024-12-01 14:48:27] debug: 	z2m: Device 'Alarm Keypad' requested OTA
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:writer: --> frame [254,3,37,49,233,121,0,135]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,49,0,85]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,49,0,85]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 49 - [0] - 85
[2024-12-01 14:48:28] debug: 	zh:zstack:znp: <-- SRSP: ZDO - mgmtLqiReq - {"status":0}
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: <-- [254,50,69,177,233,121,0,5,0,2,167,188,26,147,134,143,82,154,199,67,106,0,16,68,239,84,253,9,18,2,2,206,167,188,26,147,134,143,82,154,115,160,73,6,1,136,23,0,7,235,18,2,2,100,224]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext [254,50,69,177,233,121,0,5,0,2,167,188,26,147,134,143,82,154,199,67,106,0,16,68,239,84,253,9,18,2,2,206,167,188,26,147,134,143,82,154,115,160,73,6,1,136,23,0,7,235,18,2,2,100,224]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --> parsed 50 - 2 - 5 - 177 - [233,121,0,5,0,2,167,188,26,147,134,143,82,154,199,67,106,0,16,68,239,84,253,9,18,2,2,206,167,188,26,147,134,143,82,154,115,160,73,6,1,136,23,0,7,235,18,2,2,100] - 224
[2024-12-01 14:48:28] debug: 	zh:zstack:znp: <-- AREQ: ZDO - mgmtLqiRsp - {"srcaddr":31209,"zdo":[0,{"neighborTableEntries":5,"startIndex":0,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x54ef4410006a43c7","nwkAddress":2557,"deviceType":2,"rxOnWhenIdle":0,"relationship":1,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":2,"lqi":206},{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x001788010649a073","nwkAddress":60167,"deviceType":2,"rxOnWhenIdle":0,"relationship":1,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":2,"lqi":100}]}]}
[2024-12-01 14:48:28] debug: 	zh:controller: Received ZDO response: clusterId=LQI_TABLE_RESPONSE, status=SUCCESS, payload={"neighborTableEntries":5,"startIndex":0,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x54ef4410006a43c7","nwkAddress":2557,"deviceType":2,"rxOnWhenIdle":0,"relationship":1,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":2,"lqi":206},{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x001788010649a073","nwkAddress":60167,"deviceType":2,"rxOnWhenIdle":0,"relationship":1,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":2,"lqi":100}]}
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:writer: --> frame [254,3,37,49,233,121,2,133]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,49,0,85]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,49,0,85]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 49 - [0] - 85
[2024-12-01 14:48:28] debug: 	zh:zstack:znp: <-- SRSP: ZDO - mgmtLqiReq - {"status":0}
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: <-- [254,50,69,177,233,121,0,5,2,2,167,188,26,147,134,143,82,154,66,2,0,34,0,188,21,0,206,18,37,2,1,121,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,37,2,0,154,36]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext [254,50,69,177,233,121,0,5,2,2,167,188,26,147,134,143,82,154,66,2,0,34,0,188,21,0,206,18,37,2,1,121,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,37,2,0,154,36]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --> parsed 50 - 2 - 5 - 177 - [233,121,0,5,2,2,167,188,26,147,134,143,82,154,66,2,0,34,0,188,21,0,206,18,37,2,1,121,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,37,2,0,154] - 36
[2024-12-01 14:48:28] debug: 	zh:zstack:znp: <-- AREQ: ZDO - mgmtLqiRsp - {"srcaddr":31209,"zdo":[0,{"neighborTableEntries":5,"startIndex":2,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x0015bc0022000242","nwkAddress":4814,"deviceType":1,"rxOnWhenIdle":1,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":1,"lqi":121},{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x0015bc0041007a25","nwkAddress":58832,"deviceType":1,"rxOnWhenIdle":1,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":0,"lqi":154}]}]}
[2024-12-01 14:48:28] debug: 	zh:controller: Received ZDO response: clusterId=LQI_TABLE_RESPONSE, status=SUCCESS, payload={"neighborTableEntries":5,"startIndex":2,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x0015bc0022000242","nwkAddress":4814,"deviceType":1,"rxOnWhenIdle":1,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":1,"lqi":121},{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x0015bc0041007a25","nwkAddress":58832,"deviceType":1,"rxOnWhenIdle":1,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":0,"lqi":154}]}
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:writer: --> frame [254,3,37,49,233,121,4,131]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,49,0,85]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,49,0,85]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 49 - [0] - 85
[2024-12-01 14:48:28] debug: 	zh:zstack:znp: <-- SRSP: ZDO - mgmtLqiReq - {"status":0}
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: <-- [254,28,69,177,233,121,0,5,4,1,167,188,26,147,134,143,82,154,95,28,14,46,0,75,18,0,0,0,36,2,0,103,80]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,69,177,233,121,0,5,4,1,167,188,26,147,134,143,82,154,95,28,14,46,0,75,18,0,0,0,36,2,0,103,80]
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 5 - 177 - [233,121,0,5,4,1,167,188,26,147,134,143,82,154,95,28,14,46,0,75,18,0,0,0,36,2,0,103] - 80
[2024-12-01 14:48:28] debug: 	zh:zstack:znp: <-- AREQ: ZDO - mgmtLqiRsp - {"srcaddr":31209,"zdo":[0,{"neighborTableEntries":5,"startIndex":4,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x00124b002e0e1c5f","nwkAddress":0,"deviceType":0,"rxOnWhenIdle":1,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":0,"lqi":103}]}]}
[2024-12-01 14:48:28] debug: 	zh:controller: Received ZDO response: clusterId=LQI_TABLE_RESPONSE, status=SUCCESS, payload={"neighborTableEntries":5,"startIndex":4,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x00124b002e0e1c5f","nwkAddress":0,"deviceType":0,"rxOnWhenIdle":1,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":0,"lqi":103}]}
[2024-12-01 14:48:28] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:28] debug: 	z2m: LQI succeeded for 'Smart Plug Z1'
[2024-12-01 14:48:29] debug: 	zh:zstack:unpi:writer: --> frame [254,3,37,49,206,18,0,203]
[2024-12-01 14:48:29] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,49,0,85]
[2024-12-01 14:48:29] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,49,0,85]
[2024-12-01 14:48:29] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 49 - [0] - 85
[2024-12-01 14:48:29] debug: 	zh:zstack:znp: <-- SRSP: ZDO - mgmtLqiReq - {"status":0}
[2024-12-01 14:48:29] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:48:29] debug: 	zh:zstack:unpi:parser: <-- [254,72,69,177,206,18,0,6,0,3,167,188,26,147,134,143,82,154,95,28,14,46,0,75,18,0,0,0,4,2,0,109,167,188,26,147,134,143,82,154,253,221,29,146,18,56,193,164,233,121,37,2,15,217,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,37,2,15,255,179]
[2024-12-01 14:48:29] debug: 	zh:zstack:unpi:parser: --- parseNext [254,72,69,177,206,18,0,6,0,3,167,188,26,147,134,143,82,154,95,28,14,46,0,75,18,0,0,0,4,2,0,109,167,188,26,147,134,143,82,154,253,221,29,146,18,56,193,164,233,121,37,2,15,217,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,37,2,15,255,179]
[2024-12-01 14:48:29] debug: 	zh:zstack:unpi:parser: --> parsed 72 - 2 - 5 - 177 - [206,18,0,6,0,3,167,188,26,147,134,143,82,154,95,28,14,46,0,75,18,0,0,0,4,2,0,109,167,188,26,147,134,143,82,154,253,221,29,146,18,56,193,164,233,121,37,2,15,217,167,188,26,147,134,143,82,154,37,122,0,65,0,188,21,0,208,229,37,2,15,255] - 179
[2024-12-01 14:48:29] debug: 	zh:zstack:znp: <-- AREQ: ZDO - mgmtLqiRsp - {"srcaddr":4814,"zdo":[0,{"neighborTableEntries":6,"startIndex":0,"entryList":[{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x00124b002e0e1c5f","nwkAddress":0,"deviceType":0,"rxOnWhenIdle":1,"relationship":0,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":0,"lqi":109},{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0xa4c13812921dddfd","nwkAddress":31209,"deviceType":1,"rxOnWhenIdle":1,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":15,"lqi":217},{"extendedPanId":[167,188,26,147,134,143,82,154],"eui64":"0x0015bc0041007a25","nwkAddress":58832,"deviceType":1,"rxOnWhenIdle":1,"relationship":2,"reserved1":0,"permitJoining":2,"reserved2":0,"depth":15,"lqi":255}]}]}
